Candidate_ID,Gender,Race,Age,Education,Experience_Years,Job_Role_Applied,Skills,Certifications,Screening_Score,Selected
C0682,Male,White,35,Bachelor,16,Data Scientist,"R, SQL, Deep Learning",Scrum Master,81.1,No
C0683,Male,Asian,25,Master,1,Data Scientist,"SQL, Python, Statistics",AWS,66.9,Yes
C0684,Female,White,33,Bachelor,15,HR Manager,"Communication, Recruitment, HR Policies",AWS,76.9,No
C0685,Non-binary,Asian,27,Bachelor,8,Project Manager,"Leadership, Budgeting, Scheduling",None,68.5,No
C0686,Female,Black,20,Master,0,Data Scientist,"Deep Learning, R, SQL",Scrum Master,84.2,Yes
C0687,Female,Hispanic,26,Master,7,Software Engineer,"C++, AWS, Git",None,75.5,Yes
C0688,Male,Black,22,High School,1,HR Manager,"Recruitment, Leadership, HR Policies",CFA,75.4,No
C0689,Female,White,30,Master,10,Project Manager,"Leadership, Scheduling, Budgeting",Scrum Master,57.7,No
C0690,Male,White,22,Bachelor,4,Software Engineer,"AWS, Git, SQL",Scrum Master,70.1,No
C0691,Male,Hispanic,35,Bachelor,11,Sales Executive,"Networking, Cold Calling, CRM",None,72.5,No
C0692,Male,Black,29,High School,11,Data Scientist,"Python, Machine Learning, SQL",AWS,73.5,No
C0693,Female,Asian,28,Bachelor,8,Software Engineer,"Git, Python, SQL",Scrum Master,76.6,No
C0694,Male,White,33,Bachelor,9,Project Manager,"Scheduling, Leadership, Budgeting",Scrum Master,77.1,No
C0695,Male,White,35,Bachelor,11,HR Manager,"Communication, Leadership, Recruitment",None,64.7,Yes
C0696,Female,White,29,Master,8,Software Engineer,"Git, AWS, Java",Scrum Master,77.9,No
C0697,Male,Other,25,Master,6,HR Manager,"Communication, Leadership, Conflict Resolution",None,68.4,No
C0698,Female,Asian,20,Bachelor,0,Sales Executive,"Networking, Presentation, Negotiation",AWS,63.5,No
C0699,Male,Hispanic,25,High School,5,Project Manager,"Scrum, Agile, Leadership",AWS,62.0,No
C0700,Female,White,26,Master,4,Project Manager,"Agile, Scrum, Scheduling",None,68.5,No
C0701,Female,Asian,30,High School,10,Data Scientist,"Deep Learning, Machine Learning, Statistics",None,64.4,No
C0702,Male,Asian,27,PhD,8,Project Manager,"Scrum, Budgeting, Leadership",PMP,84.6,No
C0703,Male,White,34,Master,13,Software Engineer,"Java, SQL, AWS",CFA,72.3,No
C0704,Male,Hispanic,26,Bachelor,3,Software Engineer,"Git, Python, Java",AWS,78.3,No
C0705,Male,Hispanic,29,Bachelor,11,Software Engineer,"AWS, Java, C++",None,55.0,No
C0706,Non-binary,Hispanic,37,High School,14,Sales Executive,"Presentation, Networking, CRM",AWS,77.4,No
C0707,Male,Asian,32,Bachelor,11,Project Manager,"Scrum, Budgeting, Leadership",None,79.4,Yes
C0708,Female,White,29,High School,11,Project Manager,"Leadership, Scheduling, Budgeting",CFA,57.4,No
C0709,Male,White,26,Master,7,Software Engineer,"Git, C++, SQL",PMP,66.3,Yes
C0710,Female,Other,26,Bachelor,5,Data Scientist,"R, Statistics, Machine Learning",None,63.4,No
C0711,Female,White,24,Bachelor,0,Data Scientist,"SQL, Machine Learning, R",None,70.0,Yes
C0712,Female,Asian,26,Bachelor,6,Project Manager,"Leadership, Scheduling, Budgeting",PMP,63.0,No
C0713,Female,Asian,34,Bachelor,15,Project Manager,"Scrum, Budgeting, Scheduling",None,67.6,No
C0714,Male,Asian,28,High School,10,HR Manager,"Leadership, HR Policies, Conflict Resolution",None,79.5,Yes
C0715,Male,Other,21,High School,1,Project Manager,"Leadership, Scheduling, Agile",None,67.4,No
C0716,Non-binary,White,40,High School,17,Software Engineer,"AWS, Git, SQL",None,75.0,Yes
C0717,Female,White,31,Master,12,Sales Executive,"Presentation, Cold Calling, Negotiation",Scrum Master,73.8,No
C0718,Non-binary,White,21,Bachelor,0,Project Manager,"Leadership, Agile, Scrum",None,42.4,No
C0719,Male,Black,27,Master,7,Project Manager,"Agile, Leadership, Scrum",None,64.9,No
C0720,Female,White,30,Bachelor,6,Software Engineer,"Git, C++, SQL",Scrum Master,81.9,No
C0721,Non-binary,White,40,Bachelor,22,HR Manager,"Recruitment, Conflict Resolution, HR Policies",Scrum Master,63.1,No
C0722,Male,Hispanic,23,Bachelor,0,Project Manager,"Leadership, Scheduling, Agile",PMP,62.3,No
C0723,Male,Hispanic,35,Master,10,Data Scientist,"Python, SQL, R",None,83.4,No
C0724,Female,White,38,Bachelor,20,Data Scientist,"R, Python, Statistics",None,73.5,No
C0725,Female,Black,26,High School,7,Data Scientist,"Statistics, R, Python",Scrum Master,84.6,No
C0726,Female,Hispanic,28,Bachelor,10,Sales Executive,"Negotiation, Presentation, CRM",Scrum Master,65.4,No
C0727,Male,White,23,Bachelor,0,Sales Executive,"Presentation, Negotiation, Cold Calling",AWS,87.0,Yes
C0728,Female,White,28,Bachelor,10,Project Manager,"Scrum, Agile, Leadership",AWS,63.1,No
C0729,Male,White,29,Master,10,Project Manager,"Scrum, Budgeting, Leadership",CFA,49.3,No
C0730,Male,Black,33,Bachelor,10,Project Manager,"Budgeting, Scheduling, Leadership",Scrum Master,79.7,No
C0731,Male,White,36,Master,14,Sales Executive,"CRM, Cold Calling, Networking",None,80.7,Yes
C0732,Female,Other,25,Bachelor,3,Project Manager,"Leadership, Agile, Budgeting",CFA,76.7,Yes
C0733,Female,Black,20,Master,0,Software Engineer,"Git, AWS, Java",None,67.9,No
C0734,Female,Black,29,Master,4,HR Manager,"Conflict Resolution, Communication, Leadership",AWS,84.7,Yes
C0735,Male,White,31,Bachelor,12,Data Scientist,"Deep Learning, R, Python",None,83.7,No
C0736,Female,Black,31,Master,11,Data Scientist,"Deep Learning, Statistics, R",PMP,78.2,No
C0737,Male,Asian,28,Master,4,Software Engineer,"Git, C++, Python",None,74.2,No
C0738,Female,Asian,30,Bachelor,10,Project Manager,"Agile, Leadership, Budgeting",CFA,56.5,No
C0739,Male,Asian,39,Bachelor,15,Sales Executive,"Networking, Negotiation, CRM",Scrum Master,73.7,No
C0740,Male,Black,32,Master,9,Project Manager,"Leadership, Budgeting, Scheduling",AWS,76.6,No
C0741,Female,Hispanic,27,Bachelor,3,Project Manager,"Scheduling, Budgeting, Agile",AWS,90.3,Yes
C0742,Male,Hispanic,26,High School,6,Data Scientist,"SQL, Deep Learning, Machine Learning",None,75.7,Yes
C0743,Female,Asian,28,Master,10,Data Scientist,"R, Python, Machine Learning",Scrum Master,59.5,No
C0744,Female,White,39,High School,19,Sales Executive,"CRM, Presentation, Cold Calling",None,76.7,Yes
C0745,Male,White,28,Master,6,Data Scientist,"Machine Learning, R, Python",PMP,87.6,No
C0746,Female,White,29,Master,10,Project Manager,"Leadership, Scheduling, Budgeting",None,89.1,Yes
C0747,Male,Asian,27,PhD,5,Software Engineer,"Git, Java, AWS",PMP,71.9,No
C0748,Female,Black,36,High School,11,Sales Executive,"Networking, Presentation, CRM",AWS,68.0,No
C0749,Non-binary,Black,41,Bachelor,23,Software Engineer,"AWS, C++, Python",PMP,55.9,No
C0750,Female,Hispanic,32,Bachelor,12,Project Manager,"Budgeting, Agile, Scheduling",None,64.0,No
C0751,Male,Hispanic,30,Bachelor,12,Sales Executive,"CRM, Presentation, Networking",CFA,77.3,No
C0752,Non-binary,Hispanic,30,High School,12,Software Engineer,"Java, Python, C++",AWS,54.8,No
C0753,Female,White,20,Bachelor,1,Sales Executive,"Presentation, CRM, Networking",PMP,92.5,No
C0754,Male,Asian,34,Bachelor,11,Project Manager,"Leadership, Scheduling, Scrum",PMP,69.4,No
C0755,Male,White,30,High School,6,Sales Executive,"Networking, Negotiation, CRM",None,76.2,Yes
C0756,Female,White,32,Master,7,Project Manager,"Leadership, Scrum, Agile",PMP,75.4,Yes
C0757,Female,White,25,Master,4,Sales Executive,"Negotiation, Presentation, CRM",None,83.3,No
C0758,Female,White,27,Master,9,Sales Executive,"CRM, Presentation, Cold Calling",None,74.7,No
C0759,Female,Black,27,PhD,6,Data Scientist,"SQL, Machine Learning, Python",None,59.3,No
C0760,Female,Hispanic,36,Bachelor,17,Project Manager,"Leadership, Scheduling, Budgeting",CFA,74.2,Yes
C0761,Male,White,27,PhD,3,HR Manager,"Recruitment, Conflict Resolution, Communication",PMP,86.3,No
C0762,Male,Asian,42,Master,18,Sales Executive,"Presentation, CRM, Networking",None,64.1,No
C0763,Male,Black,32,Bachelor,13,Software Engineer,"Git, AWS, C++",Scrum Master,81.0,No
C0764,Female,White,22,Bachelor,0,Data Scientist,"Deep Learning, SQL, Statistics",Scrum Master,74.5,No
C0765,Male,Black,29,Bachelor,7,Data Scientist,"SQL, R, Statistics",None,74.0,No
C0766,Female,White,26,Bachelor,2,Sales Executive,"Networking, Negotiation, Cold Calling",AWS,65.6,No
C0767,Female,Black,20,Bachelor,0,HR Manager,"Leadership, HR Policies, Communication",Scrum Master,67.8,No
C0768,Female,Black,39,Bachelor,15,Data Scientist,"SQL, Python, Statistics",AWS,74.4,Yes
C0769,Male,White,34,Master,14,Project Manager,"Scheduling, Scrum, Leadership",AWS,70.8,Yes
C0770,Female,White,33,Bachelor,14,Sales Executive,"Networking, CRM, Negotiation",AWS,62.2,No
C0771,Male,Black,30,High School,7,Sales Executive,"Cold Calling, Presentation, Negotiation",AWS,62.8,No
C0772,Female,Hispanic,21,Master,0,HR Manager,"Recruitment, Leadership, Communication",Scrum Master,72.8,No
C0773,Male,White,27,Bachelor,4,Project Manager,"Scheduling, Budgeting, Agile",None,79.9,Yes
C0774,Male,Asian,35,PhD,14,Project Manager,"Budgeting, Scrum, Leadership",None,72.3,No
C0775,Female,Asian,23,High School,5,HR Manager,"Leadership, Conflict Resolution, HR Policies",None,88.2,No
C0776,Male,Hispanic,20,PhD,0,Software Engineer,"Python, AWS, SQL",CFA,56.0,Yes
C0777,Male,Hispanic,28,High School,8,Project Manager,"Leadership, Agile, Scrum",None,76.8,No
C0778,Female,Black,29,Bachelor,8,Software Engineer,"C++, Python, Java",None,51.6,No
C0779,Female,Asian,30,High School,12,Software Engineer,"AWS, Python, Git",None,69.0,No
C0780,Female,Hispanic,34,Master,14,Sales Executive,"Presentation, Cold Calling, Networking",None,72.5,No
C0781,Female,Black,33,Master,12,Sales Executive,"Negotiation, Networking, Presentation",AWS,68.2,Yes
C0782,Female,White,31,Bachelor,8,Data Scientist,"Deep Learning, Python, Machine Learning",None,52.5,Yes
C0783,Male,White,37,PhD,14,Sales Executive,"Presentation, CRM, Negotiation",None,74.0,No
C0784,Male,Hispanic,20,Bachelor,1,Project Manager,"Budgeting, Leadership, Scrum",CFA,73.0,No
C0785,Male,Hispanic,33,Master,12,Project Manager,"Budgeting, Scheduling, Scrum",Scrum Master,82.0,No
C0786,Non-binary,White,33,Master,12,Software Engineer,"Python, AWS, Java",AWS,57.7,No
C0787,Female,Black,22,Bachelor,0,Project Manager,"Leadership, Agile, Budgeting",AWS,84.4,No
C0788,Male,Black,20,Bachelor,0,Sales Executive,"Networking, Presentation, Cold Calling",None,47.8,No
C0789,Female,White,25,PhD,5,Sales Executive,"CRM, Networking, Negotiation",None,59.0,No
C0790,Non-binary,Other,26,PhD,6,Sales Executive,"Negotiation, Cold Calling, CRM",PMP,71.8,Yes
C0791,Male,White,34,PhD,14,HR Manager,"Conflict Resolution, Leadership, HR Policies",PMP,78.1,No
C0792,Female,White,26,PhD,1,Project Manager,"Budgeting, Scrum, Agile",None,87.1,Yes
C0793,Female,Black,24,High School,0,Data Scientist,"Deep Learning, Machine Learning, R",Scrum Master,71.9,No
C0794,Female,Asian,26,Master,8,Project Manager,"Leadership, Scrum, Scheduling",Scrum Master,69.0,No
C0795,Male,White,36,Bachelor,12,Project Manager,"Agile, Scheduling, Leadership",AWS,79.4,Yes
C0796,Female,Asian,30,PhD,9,HR Manager,"Leadership, Communication, Conflict Resolution",AWS,46.6,Yes
C0797,Non-binary,Black,28,Bachelor,7,Project Manager,"Scrum, Agile, Budgeting",Scrum Master,59.9,No
C0798,Female,White,29,Bachelor,8,Software Engineer,"AWS, Python, SQL",None,60.2,No
C0799,Female,White,37,Bachelor,16,Sales Executive,"Networking, Negotiation, Presentation",AWS,81.5,Yes
C0800,Non-binary,Black,25,Bachelor,5,Sales Executive,"Negotiation, Presentation, CRM",PMP,83.0,No
C0801,Female,White,37,High School,17,HR Manager,"Recruitment, Conflict Resolution, Communication",None,90.6,Yes
C0802,Male,Hispanic,31,Master,6,Sales Executive,"CRM, Cold Calling, Negotiation",None,78.7,No
C0803,Female,Hispanic,29,Master,6,Software Engineer,"Git, AWS, C++",AWS,78.9,Yes
C0804,Female,Other,45,High School,23,HR Manager,"Conflict Resolution, HR Policies, Communication",None,70.9,No
C0805,Male,White,23,Master,3,Data Scientist,"Machine Learning, R, SQL",None,70.0,No
C0806,Female,Other,27,Master,7,Sales Executive,"Presentation, Cold Calling, CRM",None,59.2,No
C0807,Non-binary,Black,22,Bachelor,3,Project Manager,"Agile, Scrum, Leadership",None,58.3,No
C0808,Non-binary,White,35,Bachelor,15,Software Engineer,"Git, SQL, AWS",None,58.3,No
C0809,Female,White,40,Master,17,Software Engineer,"Python, C++, SQL",PMP,79.3,No
C0810,Male,White,40,Master,17,Sales Executive,"Networking, Cold Calling, Presentation",None,70.9,No
C0811,Non-binary,Asian,37,Bachelor,12,Data Scientist,"Deep Learning, Statistics, R",None,62.8,No
C0812,Female,Black,28,Master,8,Project Manager,"Leadership, Budgeting, Agile",Scrum Master,49.7,No
C0813,Male,White,27,High School,9,Data Scientist,"SQL, Deep Learning, R",Scrum Master,65.9,No
C0814,Non-binary,Asian,20,Bachelor,1,Data Scientist,"R, Machine Learning, Statistics",None,67.1,No
C0815,Female,White,42,Bachelor,20,Sales Executive,"Presentation, Negotiation, Cold Calling",None,56.6,No
C0816,Female,Black,32,Bachelor,11,Project Manager,"Budgeting, Scheduling, Leadership",PMP,96.6,No
C0817,Female,Black,27,Master,7,Sales Executive,"Networking, CRM, Presentation",PMP,56.6,No
C0818,Male,Hispanic,37,PhD,12,Sales Executive,"CRM, Cold Calling, Negotiation",None,84.5,No
C0819,Male,Hispanic,24,Bachelor,0,Software Engineer,"C++, Python, SQL",AWS,71.8,No
C0820,Male,Black,32,Bachelor,14,Sales Executive,"Cold Calling, Negotiation, Networking",None,67.3,Yes
C0821,Female,Black,28,Master,6,HR Manager,"Recruitment, Communication, Conflict Resolution",AWS,67.5,Yes
C0822,Male,Black,33,Master,14,Project Manager,"Budgeting, Agile, Scheduling",Scrum Master,73.1,No
C0823,Male,Hispanic,29,Master,5,Software Engineer,"Java, AWS, Git",None,75.3,Yes
C0824,Male,White,21,Master,0,Project Manager,"Budgeting, Scrum, Scheduling",AWS,65.2,Yes
C0825,Female,White,30,Bachelor,7,Software Engineer,"C++, Python, Java",PMP,77.6,Yes
C0826,Non-binary,White,36,Master,13,HR Manager,"Recruitment, Communication, HR Policies",PMP,69.2,No
C0827,Male,Black,29,High School,8,Sales Executive,"Presentation, CRM, Cold Calling",Scrum Master,59.7,No
C0828,Male,Black,34,Bachelor,9,Software Engineer,"AWS, Java, SQL",None,68.7,No
C0829,Female,Hispanic,23,Bachelor,4,Software Engineer,"Java, AWS, C++",CFA,84.2,Yes
C0830,Female,White,29,Bachelor,8,Software Engineer,"C++, SQL, AWS",Scrum Master,74.2,No
C0831,Male,Black,26,PhD,1,HR Manager,"Conflict Resolution, HR Policies, Recruitment",Scrum Master,73.0,Yes
C0832,Female,Hispanic,34,Master,12,Project Manager,"Leadership, Scheduling, Budgeting",AWS,66.0,No
C0833,Male,Hispanic,30,High School,10,HR Manager,"Leadership, Conflict Resolution, Communication",None,69.8,Yes
C0834,Male,Black,34,Bachelor,15,Software Engineer,"Git, SQL, C++",AWS,75.2,No
C0835,Female,Black,36,Bachelor,11,Software Engineer,"Java, C++, AWS",None,67.3,Yes
C0836,Male,White,34,Bachelor,15,Sales Executive,"Presentation, Negotiation, Cold Calling",CFA,79.5,No
C0837,Non-binary,Hispanic,31,Master,7,HR Manager,"Recruitment, Conflict Resolution, Communication",CFA,73.2,No
C0838,Male,White,24,PhD,5,HR Manager,"HR Policies, Leadership, Recruitment",None,63.1,Yes
C0839,Female,Hispanic,29,PhD,10,Data Scientist,"R, Statistics, Machine Learning",None,75.3,No
C0840,Female,Asian,26,Master,3,Project Manager,"Scrum, Budgeting, Leadership",None,60.5,Yes
C0841,Male,Black,27,Master,5,Data Scientist,"R, Deep Learning, Machine Learning",CFA,63.0,No
C0842,Female,White,27,Bachelor,7,Data Scientist,"Machine Learning, Deep Learning, SQL",AWS,71.7,No
C0843,Male,Black,24,Bachelor,4,Project Manager,"Budgeting, Scrum, Leadership",None,75.6,No
C0844,Non-binary,Black,20,Bachelor,0,Sales Executive,"Cold Calling, CRM, Negotiation",AWS,76.1,Yes
C0845,Male,White,25,Bachelor,6,Sales Executive,"Networking, Presentation, Negotiation",None,53.4,No
C0846,Male,Asian,31,Master,11,Project Manager,"Scheduling, Agile, Leadership",None,80.9,No
C0847,Male,Other,21,Bachelor,0,Project Manager,"Agile, Scheduling, Leadership",None,77.1,Yes
C0848,Non-binary,Black,30,Bachelor,8,HR Manager,"Communication, Conflict Resolution, Recruitment",None,62.7,No
C0849,Female,Asian,41,Bachelor,17,HR Manager,"Recruitment, Conflict Resolution, Communication",AWS,67.6,No
C0850,Female,White,36,PhD,13,HR Manager,"Recruitment, Communication, Leadership",None,74.0,No
C0851,Male,Black,39,Bachelor,14,HR Manager,"Conflict Resolution, Leadership, Recruitment",AWS,38.1,No
C0852,Female,White,32,Master,7,Software Engineer,"Python, AWS, SQL",AWS,59.5,No
C0853,Male,Asian,37,Master,12,Software Engineer,"Git, SQL, Python",Scrum Master,84.6,No
C0854,Female,Hispanic,25,Bachelor,7,Sales Executive,"Negotiation, Presentation, Networking",AWS,64.0,No
C0855,Male,Asian,26,Bachelor,4,Software Engineer,"Python, AWS, C++",None,72.1,No
C0856,Male,White,20,Master,0,Software Engineer,"AWS, C++, Python",None,73.8,No
C0857,Male,Black,37,Bachelor,17,HR Manager,"Conflict Resolution, Leadership, Communication",None,80.1,No
C0858,Female,Black,39,PhD,15,HR Manager,"Communication, Conflict Resolution, HR Policies",PMP,65.9,No
C0859,Female,Black,26,Bachelor,2,Project Manager,"Scrum, Scheduling, Agile",None,66.8,No
C0860,Male,Hispanic,28,High School,5,HR Manager,"Conflict Resolution, HR Policies, Recruitment",None,74.9,Yes
C0861,Female,Hispanic,25,Master,3,Project Manager,"Leadership, Budgeting, Agile",None,78.5,No
C0862,Female,Asian,32,Master,7,Project Manager,"Leadership, Budgeting, Scrum",None,81.6,Yes
C0863,Female,Black,36,PhD,13,Software Engineer,"AWS, Java, Git",None,66.8,No
C0864,Male,White,20,Master,0,HR Manager,"HR Policies, Communication, Conflict Resolution",AWS,70.1,No
C0865,Male,White,32,PhD,8,Software Engineer,"Git, Python, AWS",None,73.5,No
C0866,Female,Black,28,Master,9,HR Manager,"Leadership, Conflict Resolution, Recruitment",None,83.4,No
C0867,Male,Black,30,Master,5,Software Engineer,"AWS, SQL, Python",None,80.8,Yes
C0868,Male,Asian,32,Bachelor,14,Software Engineer,"Git, Python, Java",PMP,68.2,No
C0869,Female,Asian,28,Bachelor,6,Software Engineer,"Python, SQL, AWS",None,53.9,No
C0870,Non-binary,White,29,PhD,8,Sales Executive,"Cold Calling, Negotiation, Networking",Scrum Master,83.1,Yes
C0871,Male,Black,28,Bachelor,10,Software Engineer,"Python, Java, AWS",None,85.2,No
C0872,Male,White,35,Bachelor,11,Data Scientist,"Statistics, SQL, Deep Learning",None,63.9,No
C0873,Female,White,32,Bachelor,8,Data Scientist,"Machine Learning, Python, SQL",AWS,67.5,No
C0874,Male,Hispanic,31,Bachelor,7,Data Scientist,"Statistics, Machine Learning, Python",Scrum Master,81.8,Yes
C0875,Male,White,22,Bachelor,0,Project Manager,"Scrum, Leadership, Agile",None,78.9,Yes
C0876,Male,Black,27,High School,2,Software Engineer,"Java, AWS, Git",None,53.1,No
C0877,Female,White,35,Master,13,Data Scientist,"Statistics, Deep Learning, Python",None,60.7,No
C0878,Female,Hispanic,30,Bachelor,12,Project Manager,"Leadership, Scrum, Scheduling",AWS,75.8,No
C0879,Male,Black,33,Bachelor,10,Data Scientist,"R, SQL, Deep Learning",None,75.5,Yes
C0880,Male,White,40,High School,15,HR Manager,"Conflict Resolution, HR Policies, Recruitment",AWS,81.7,Yes
C0881,Male,Black,36,High School,14,Sales Executive,"CRM, Negotiation, Cold Calling",None,80.8,Yes
C0882,Female,Asian,30,Bachelor,12,Software Engineer,"Git, C++, Python",PMP,72.4,No
C0883,Male,Other,26,Master,3,Sales Executive,"Negotiation, Presentation, Networking",None,77.2,Yes
C0884,Male,White,20,High School,0,Sales Executive,"Negotiation, Cold Calling, Presentation",Scrum Master,69.3,No
C0885,Female,Hispanic,28,PhD,6,HR Manager,"Conflict Resolution, Leadership, Recruitment",None,71.1,Yes
C0886,Male,Hispanic,28,Bachelor,4,HR Manager,"Communication, HR Policies, Recruitment",None,76.1,No
C0887,Female,Hispanic,32,Bachelor,13,HR Manager,"Leadership, Recruitment, Conflict Resolution",None,87.1,No
C0888,Male,Asian,29,Bachelor,7,Project Manager,"Scheduling, Budgeting, Scrum",Scrum Master,64.8,No
C0889,Male,Asian,28,High School,8,Data Scientist,"R, SQL, Deep Learning",None,80.2,Yes
C0890,Male,Black,20,Master,0,Software Engineer,"Python, AWS, C++",Scrum Master,71.8,No
C0891,Female,Asian,24,Master,0,HR Manager,"Recruitment, Communication, Leadership",AWS,77.4,No
C0892,Female,Black,32,Master,8,Software Engineer,"C++, Java, SQL",None,68.8,No
C0893,Female,Asian,40,Bachelor,16,Software Engineer,"Git, Java, SQL",None,81.8,No
C0894,Male,Black,29,Bachelor,9,Software Engineer,"C++, Git, Python",PMP,65.6,No
C0895,Female,Asian,31,Bachelor,6,HR Manager,"Communication, Conflict Resolution, Recruitment",PMP,71.4,No
C0896,Male,Hispanic,35,PhD,12,HR Manager,"Leadership, HR Policies, Recruitment",None,77.4,Yes
C0897,Male,White,25,Bachelor,1,Data Scientist,"Python, R, Statistics",None,68.2,Yes
C0898,Female,Hispanic,32,Master,8,HR Manager,"Recruitment, Leadership, Conflict Resolution",PMP,73.0,No
C0899,Male,Black,25,Bachelor,7,HR Manager,"Conflict Resolution, Leadership, Communication",None,83.1,No
C0900,Male,Hispanic,35,Bachelor,17,Software Engineer,"Python, Git, C++",None,72.3,No
C0901,Male,Black,30,Bachelor,5,Data Scientist,"SQL, Python, Machine Learning",PMP,80.5,No
C0902,Male,Black,31,High School,6,Sales Executive,"Presentation, Negotiation, CRM",PMP,66.3,No
C0903,Male,Hispanic,25,Master,4,HR Manager,"Leadership, Conflict Resolution, Communication",None,62.0,No
C0904,Female,White,34,Bachelor,12,HR Manager,"Conflict Resolution, Recruitment, HR Policies",None,79.0,No
C0905,Male,Hispanic,42,Master,18,Sales Executive,"Networking, CRM, Cold Calling",None,67.4,No
C0906,Female,Black,23,High School,1,Software Engineer,"SQL, Java, AWS",Scrum Master,53.2,No
C0907,Female,Black,27,PhD,8,Data Scientist,"Machine Learning, Statistics, SQL",AWS,62.4,No
C0908,Male,White,31,Bachelor,6,Software Engineer,"SQL, Java, Python",Scrum Master,88.5,Yes
C0909,Male,Black,34,Master,9,Project Manager,"Scrum, Budgeting, Scheduling",None,83.6,No
C0910,Male,White,26,Master,5,HR Manager,"Leadership, HR Policies, Recruitment",PMP,63.8,Yes
C0911,Female,White,20,PhD,0,Project Manager,"Agile, Leadership, Scrum",CFA,57.4,No
C0912,Male,White,38,Bachelor,18,HR Manager,"Recruitment, Leadership, HR Policies",AWS,70.9,Yes
C0913,Female,White,34,Master,14,Project Manager,"Scheduling, Scrum, Budgeting",Scrum Master,82.4,Yes
C0914,Male,Other,20,Bachelor,0,Sales Executive,"Negotiation, CRM, Presentation",AWS,71.0,Yes
C0915,Female,Other,26,Bachelor,1,HR Manager,"Communication, Leadership, Recruitment",AWS,68.1,Yes
C0916,Male,Black,39,Bachelor,15,HR Manager,"Conflict Resolution, Leadership, Recruitment",None,66.9,No
C0917,Male,Asian,38,Bachelor,20,Project Manager,"Budgeting, Leadership, Scrum",PMP,70.3,No
C0918,Non-binary,White,35,PhD,14,Data Scientist,"Statistics, SQL, R",None,80.5,Yes
C0919,Female,Asian,28,High School,5,Project Manager,"Leadership, Scheduling, Budgeting",AWS,70.9,No
C0920,Male,Hispanic,30,Bachelor,11,HR Manager,"Recruitment, Leadership, Conflict Resolution",PMP,71.0,No
C0921,Female,Hispanic,29,Master,9,HR Manager,"Recruitment, Leadership, Conflict Resolution",Scrum Master,76.5,No
C0922,Female,Black,36,Bachelor,15,Data Scientist,"Machine Learning, Deep Learning, R",AWS,70.7,No
C0923,Female,Asian,24,Master,6,Software Engineer,"C++, SQL, Git",AWS,79.5,Yes
C0924,Female,White,25,High School,7,Data Scientist,"Deep Learning, Machine Learning, Python",None,65.2,Yes
C0925,Male,Other,36,Bachelor,11,Software Engineer,"AWS, Java, Git",AWS,75.7,Yes
C0926,Male,White,29,Bachelor,9,HR Manager,"Conflict Resolution, Communication, HR Policies",AWS,83.9,Yes
C0927,Male,Asian,38,PhD,15,Sales Executive,"Presentation, CRM, Networking",None,88.5,No
C0928,Female,Asian,25,Master,6,Sales Executive,"Cold Calling, Negotiation, CRM",PMP,59.1,No
C0929,Female,Asian,29,PhD,7,Project Manager,"Budgeting, Scrum, Leadership",None,68.3,No
C0930,Male,White,24,High School,6,Data Scientist,"Machine Learning, R, Statistics",AWS,61.8,No
C0931,Male,Hispanic,30,Bachelor,12,Data Scientist,"Statistics, R, Deep Learning",PMP,63.3,No
C0932,Female,White,21,Bachelor,2,Sales Executive,"Presentation, Negotiation, CRM",None,72.2,No
C0933,Non-binary,Asian,27,High School,9,Software Engineer,"AWS, SQL, Git",None,49.7,Yes
C0934,Female,White,21,Bachelor,0,Data Scientist,"SQL, Statistics, Deep Learning",AWS,76.2,No
C0935,Male,White,34,Master,15,Software Engineer,"AWS, Python, C++",Scrum Master,80.6,Yes
C0936,Male,Black,34,Bachelor,10,Software Engineer,"Git, AWS, Python",AWS,72.2,No
C0937,Male,Black,20,Bachelor,0,Software Engineer,"Python, Java, C++",AWS,64.6,No
C0938,Non-binary,White,38,Master,18,Software Engineer,"Java, AWS, Python",None,69.6,No
C0939,Male,White,44,Master,22,Project Manager,"Scheduling, Budgeting, Scrum",AWS,96.2,No
C0940,Female,Black,30,Bachelor,11,Project Manager,"Budgeting, Agile, Scheduling",None,64.8,No
C0941,Male,Asian,26,Bachelor,4,Sales Executive,"Negotiation, Cold Calling, Networking",AWS,65.1,No
C0942,Female,Hispanic,46,Bachelor,27,Project Manager,"Scheduling, Scrum, Budgeting",None,46.9,No
C0943,Female,White,22,Bachelor,2,Data Scientist,"Machine Learning, Deep Learning, SQL",CFA,82.4,No
C0944,Female,Black,30,Master,6,Project Manager,"Scheduling, Scrum, Budgeting",None,57.6,Yes
C0945,Male,White,31,Bachelor,13,Data Scientist,"Python, Deep Learning, Statistics",AWS,75.9,Yes
C0946,Male,White,38,Master,19,Data Scientist,"Machine Learning, Deep Learning, Python",None,96.1,No
C0947,Male,Asian,32,Master,10,Software Engineer,"Python, Java, C++",None,76.7,No
C0948,Non-binary,Asian,27,Master,2,Sales Executive,"Cold Calling, Networking, CRM",CFA,73.6,No
C0949,Female,White,24,Bachelor,6,Software Engineer,"Java, AWS, SQL",None,68.7,No
C0950,Female,White,27,Bachelor,7,Software Engineer,"C++, SQL, Python",None,75.1,No
C0951,Female,White,23,Master,0,Project Manager,"Budgeting, Scheduling, Scrum",None,72.8,No
C0952,Female,Hispanic,30,Bachelor,7,Project Manager,"Agile, Leadership, Scheduling",Scrum Master,75.4,No
